text	label
as the movie starts he is leading one of these groups into the woods , on the " blair witch hunt " .	1
while i'll grant that this does happen , and i tend to shy away from watching such garbage , it's still a pointless focus for a film that purports to articulate the specific qualities of couplehood .	0
luckily , the film soon shakes off the conventionalism and concentrates on the interesting premise mentioned above .	1
in my opinion , there was not nearly enough foreshadowing of anakin's future evil in the film .	1
 " 8mm " doesn't condemn or condone its subject matter , it just exploits it .	0
even if we don't pay attention to skills with which potentially disturbing material becomes eye pleasing and entertaining , we should admit that scorsese displays his talents of truly original and creative filmmaker .	1
iron monkey is at its heart a hardcore , kung fu action film rather than any kind of drama a la crouching tiger .	1
scorsese spares no effort to show us all the violence , hypocrisy and inherent paranoia of organised crime , yet it manages to make it both seductive and funny .	1
the script also clearly sets him up as the good guy who is only trying to prove his innocence .	1
witherspoon is a revelation .	1
synopsis : a mentally unstable man undergoing psychotherapy saves a boy from a potentially fatal accident and then falls in love with the boy's mother , a fledgling restauranteur .	0
the plot is rather simple : broderick plays a guy named steven who befriends his cable guy , played by carrey , then is stalked by him when steven tries to break off the relationship .	1
and just when you think it's finally over , schumacher tags on a ridiculous self-righteous finale that drags the whole unpleasant experience down even further .	0
the only one to escape relatively unscathed is giovanni ribisi , who plays the resident crazy man , ultimately being the only thing worth watching .	0
carpenter might like to think he's made a western here but it's a western without any real heroes , villains , or border conflicts .	0
she plays claire cooper , a massachusetts children's book illustrator who's plagued by terrifying nightmares involving kidnaped children .	0
the thesis is simple enough that , if played right , it could really hold sympathetic value for anyone .	0
sandra hess ( playing the sonya blade character ) is particularly execrable , especially in scenes where she tries to convince us that she loved johnny cage ( a character from the first movie who gets greased at the beginning of this movie ) .	0
the reasons for why he becomes a skinhead are believable -- his father was arbitrarily killed by a group of black men .	1
clown manipulates simmons , now in superhuman spawn form , into a stand off with wynn .	0
but if true , why ?	0
how is it that an individual screenplay ( _rushmore_ ) and a novel ( _election_ ) contain so many significant plot points , and yet both films were probably not even aware of each other , made from two different studios , from a genre ( the high school geeks revenge movie ) that hadn't been fully formed yet ?	1
